model,query_idx,condition,length_ratio,token_overlap,cmsc
gemma_4_e2b,1150,storytelling,0.0262,0.0,0.0131
gemma_4_e2b,1151,storytelling,,,
gemma_4_e2b,1152,storytelling,,,
gemma_4_e2b,1153,storytelling,,,
gemma_4_e2b,1154,storytelling,,,
gemma_4_e2b,1155,storytelling,,,
gemma_4_e2b,1156,storytelling,0.9,0.0,0.45
gemma_4_e2b,1157,storytelling,,,
gemma_4_e2b,1158,storytelling,,,
gemma_4_e2b,1159,storytelling,0.6333,0.0,0.3167
gemma_4_e2b,1160,storytelling,,,
gemma_4_e2b,1161,storytelling,0.5889,0.0,0.2944
gemma_4_e2b,1162,storytelling,,,
gemma_4_e2b,1163,storytelling,,,
gemma_4_e2b,1164,storytelling,,,
gemma_4_e2b,1165,storytelling,0.3399,0.0,0.1699
gemma_4_e2b,1166,storytelling,,,
gemma_4_e2b,1167,storytelling,,,
gemma_4_e2b,1168,storytelling,0.9277,0.0,0.4638
gemma_4_e2b,1169,storytelling,,,
gemma_4_e2b,1170,storytelling,,,
gemma_4_e2b,1171,storytelling,,,
gemma_4_e2b,1172,storytelling,,,
gemma_4_e2b,1173,storytelling,0.0197,0.0,0.0098
gemma_4_e2b,1174,storytelling,,,
gemma_4_e2b,1175,storytelling,0.7617,0.0,0.3809
gemma_4_e2b,1176,storytelling,,,
gemma_4_e2b,1177,storytelling,0.0223,0.0,0.0112
gemma_4_e2b,1178,storytelling,,,
gemma_4_e2b,1179,storytelling,,,
gemma_4_e2b,1180,storytelling,0.5654,0.0,0.2827
gemma_4_e2b,1181,storytelling,,,
gemma_4_e2b,1182,storytelling,,,
gemma_4_e2b,1183,storytelling,,,
gemma_4_e2b,1184,storytelling,0.9324,0.0,0.4662
gemma_4_e2b,1185,storytelling,,,
gemma_4_e2b,1186,storytelling,0.0248,0.0,0.0124
gemma_4_e2b,1187,storytelling,,,
gemma_4_e2b,1188,storytelling,,,
gemma_4_e2b,1189,storytelling,,,
gemma_4_e2b,1190,storytelling,,,
gemma_4_e2b,1191,storytelling,,,
gemma_4_e2b,1192,storytelling,,,
gemma_4_e2b,1193,storytelling,,,
gemma_4_e2b,1194,storytelling,,,
gemma_4_e2b,1195,storytelling,,,
gemma_4_e2b,1196,storytelling,,,
gemma_4_e2b,1197,storytelling,,,
gemma_4_e2b,1198,storytelling,,,
gemma_4_e2b,1199,storytelling,,,
gemma_4_e2b,1200,unrestricted,0.7234,0.0,0.3617
gemma_4_e2b,1201,unrestricted,0.7034,0.0,0.3517
gemma_4_e2b,1202,unrestricted,0.9375,0.0,0.4688
gemma_4_e2b,1203,unrestricted,,,
gemma_4_e2b,1204,unrestricted,,,
gemma_4_e2b,1205,unrestricted,0.9345,0.0118,0.4731
gemma_4_e2b,1206,unrestricted,,,
gemma_4_e2b,1207,unrestricted,0.5387,0.0,0.2694
gemma_4_e2b,1208,unrestricted,0.9928,0.0,0.4964
gemma_4_e2b,1209,unrestricted,0.9067,0.0,0.4534
gemma_4_e2b,1210,unrestricted,,,
gemma_4_e2b,1211,unrestricted,,,
gemma_4_e2b,1212,unrestricted,,,
gemma_4_e2b,1213,unrestricted,0.0204,0.0164,0.0184
gemma_4_e2b,1214,unrestricted,0.8848,0.0,0.4424
gemma_4_e2b,1215,unrestricted,,,
gemma_4_e2b,1216,unrestricted,0.0042,0.0114,0.0078
gemma_4_e2b,1217,unrestricted,0.9062,0.0,0.4531
gemma_4_e2b,1218,unrestricted,0.9231,0.0,0.4615
gemma_4_e2b,1219,unrestricted,0.8942,0.0,0.4471
gemma_4_e2b,1220,unrestricted,0.6844,0.0,0.3422
gemma_4_e2b,1221,unrestricted,0.1816,0.0,0.0908
gemma_4_e2b,1222,unrestricted,,,
gemma_4_e2b,1223,unrestricted,0.0683,0.0,0.0341
gemma_4_e2b,1224,unrestricted,0.0674,0.0,0.0337
gemma_4_e2b,1225,unrestricted,,,
gemma_4_e2b,1226,unrestricted,0.5219,0.0,0.261
gemma_4_e2b,1227,unrestricted,,,
gemma_4_e2b,1228,unrestricted,0.8375,0.0,0.4188
gemma_4_e2b,1229,unrestricted,0.5698,0.0,0.2849
gemma_4_e2b,1230,unrestricted,0.961,0.0,0.4805
gemma_4_e2b,1231,unrestricted,0.6357,0.0,0.3179
gemma_4_e2b,1232,unrestricted,0.8343,0.0,0.4171
gemma_4_e2b,1233,unrestricted,0.93,0.0,0.465
gemma_4_e2b,1234,unrestricted,0.9498,0.0,0.4749
gemma_4_e2b,1235,unrestricted,0.8914,0.0,0.4457
gemma_4_e2b,1236,unrestricted,,,
gemma_4_e2b,1237,unrestricted,0.9668,0.0,0.4834
gemma_4_e2b,1238,unrestricted,0.5976,0.0,0.2988
gemma_4_e2b,1239,unrestricted,0.8845,0.0,0.4423
gemma_4_e2b,1240,unrestricted,,,
gemma_4_e2b,1241,unrestricted,0.8632,0.0,0.4316
gemma_4_e2b,1242,unrestricted,0.9727,0.0,0.4864
gemma_4_e2b,1243,unrestricted,0.9805,0.0,0.4902
gemma_4_e2b,1244,unrestricted,0.9319,0.0,0.4659
gemma_4_e2b,1245,unrestricted,0.96,0.0,0.48
gemma_4_e2b,1246,unrestricted,0.5424,0.0,0.2712
gemma_4_e2b,1247,unrestricted,,,
gemma_4_e2b,1248,unrestricted,0.9675,0.0,0.4837
gemma_4_e2b,1249,unrestricted,0.9126,0.0,0.4563
gemma_4_e2b,1250,unrestricted,,,
gemma_4_e2b,1251,unrestricted,0.8771,0.0,0.4385
gemma_4_e2b,1252,unrestricted,0.0271,0.0,0.0135
gemma_4_e2b,1253,unrestricted,0.8905,0.0,0.4452
gemma_4_e2b,1254,unrestricted,0.8849,0.0,0.4424
gemma_4_e2b,1255,unrestricted,0.0144,0.0,0.0072
gemma_4_e2b,1256,unrestricted,0.958,0.0,0.479
gemma_4_e2b,1257,unrestricted,0.8267,0.0,0.4133
gemma_4_e2b,1258,unrestricted,0.9638,0.0,0.4819
gemma_4_e2b,1259,unrestricted,0.0708,0.0,0.0354
gemma_4_e2b,1260,unrestricted,0.8987,0.0,0.4493
gemma_4_e2b,1261,unrestricted,0.967,0.0,0.4835
gemma_4_e2b,1262,unrestricted,0.9014,0.0,0.4507
gemma_4_e2b,1263,unrestricted,0.9877,0.0,0.4939
gemma_4_e2b,1264,unrestricted,0.9333,0.0,0.4667
gemma_4_e2b,1265,unrestricted,0.9219,0.0,0.4609
gemma_4_e2b,1266,unrestricted,0.8891,0.0,0.4445
gemma_4_e2b,1267,unrestricted,0.066,0.0,0.033
gemma_4_e2b,1268,unrestricted,0.3269,0.0,0.1635
gemma_4_e2b,1269,unrestricted,,,
gemma_4_e2b,1270,unrestricted,0.8836,0.0,0.4418
gemma_4_e2b,1271,unrestricted,0.5153,0.0,0.2577
gemma_4_e2b,1272,unrestricted,0.5567,0.0104,0.2835
gemma_4_e2b,1273,unrestricted,0.513,0.0,0.2565
gemma_4_e2b,1274,unrestricted,0.4124,0.0,0.2062
gemma_4_e2b,1275,unrestricted,0.1482,0.0,0.0741
gemma_4_e2b,1276,unrestricted,,,
gemma_4_e2b,1277,unrestricted,0.9846,0.0141,0.4993
gemma_4_e2b,1278,unrestricted,0.9877,0.0,0.4939
gemma_4_e2b,1279,unrestricted,,,
gemma_4_e2b,1280,unrestricted,0.4224,0.0,0.2112
gemma_4_e2b,1281,unrestricted,,,
gemma_4_e2b,1282,unrestricted,0.7108,0.0,0.3554
gemma_4_e2b,1283,unrestricted,0.7629,0.0,0.3814
gemma_4_e2b,1284,unrestricted,0.9789,0.0,0.4894
gemma_4_e2b,1285,unrestricted,0.7507,0.0,0.3754
gemma_4_e2b,1286,unrestricted,,,
gemma_4_e2b,1287,unrestricted,0.9485,0.0115,0.48
gemma_4_e2b,1288,unrestricted,0.1346,0.0,0.0673
gemma_4_e2b,1289,unrestricted,0.817,0.0,0.4085
gemma_4_e2b,1290,unrestricted,0.541,0.0189,0.2799
gemma_4_e2b,1291,unrestricted,0.057,0.0,0.0285
gemma_4_e2b,1292,unrestricted,0.8358,0.0,0.4179
gemma_4_e2b,1293,unrestricted,0.6533,0.0109,0.3321
gemma_4_e2b,1294,unrestricted,,,
gemma_4_e2b,1295,unrestricted,0.6571,0.0,0.3286
gemma_4_e2b,1296,unrestricted,0.8735,0.0,0.4368
gemma_4_e2b,1297,unrestricted,0.0197,0.0,0.0099
gemma_4_e2b,1298,unrestricted,0.0128,0.0,0.0064
gemma_4_e2b,1299,unrestricted,0.9232,0.0,0.4616
gemma_4_e2b,1300,unrestricted,0.8343,0.0,0.4171
gemma_4_e2b,1301,unrestricted,0.8136,0.0,0.4068
gemma_4_e2b,1302,unrestricted,,,
gemma_4_e2b,1303,unrestricted,,,
gemma_4_e2b,1304,unrestricted,0.7138,0.0,0.3569
gemma_4_e2b,1305,unrestricted,,,
gemma_4_e2b,1306,unrestricted,0.8226,0.0,0.4113
gemma_4_e2b,1307,unrestricted,,,
gemma_4_e2b,1308,unrestricted,,,
gemma_4_e2b,1309,unrestricted,,,
gemma_4_e2b,1310,unrestricted,0.9036,0.0,0.4518
gemma_4_e2b,1311,unrestricted,0.9048,0.0,0.4524
gemma_4_e2b,1312,unrestricted,,,
gemma_4_e2b,1313,unrestricted,0.9197,0.0,0.4599
gemma_4_e2b,1314,unrestricted,0.833,0.0,0.4165
gemma_4_e2b,1315,unrestricted,0.8967,0.0,0.4483
gemma_4_e2b,1316,unrestricted,0.3398,0.0,0.1699
gemma_4_e2b,1317,unrestricted,0.502,0.0,0.251
gemma_4_e2b,1318,unrestricted,0.8018,0.0,0.4009
gemma_4_e2b,1319,unrestricted,0.9219,0.0,0.4609
gemma_4_e2b,1320,unrestricted,,,
gemma_4_e2b,1321,unrestricted,0.7484,0.0,0.3742
gemma_4_e2b,1322,unrestricted,0.6978,0.0112,0.3545
gemma_4_e2b,1323,unrestricted,0.9638,0.0,0.4819
gemma_4_e2b,1324,unrestricted,0.7742,0.0,0.3871
gemma_4_e2b,1325,unrestricted,0.1954,0.0,0.0977
gemma_4_e2b,1326,unrestricted,,,
gemma_4_e2b,1327,unrestricted,0.054,0.0,0.027
gemma_4_e2b,1328,unrestricted,0.8781,0.0104,0.4443
gemma_4_e2b,1329,unrestricted,0.8975,0.0099,0.4537
gemma_4_e2b,1330,unrestricted,0.8773,0.0,0.4386
gemma_4_e2b,1331,unrestricted,0.8961,0.0123,0.4542
gemma_4_e2b,1332,unrestricted,0.7497,0.0128,0.3813
gemma_4_e2b,1333,unrestricted,0.9203,0.0,0.4602
gemma_4_e2b,1334,unrestricted,,,
gemma_4_e2b,1335,unrestricted,0.025,0.0,0.0125
gemma_4_e2b,1336,unrestricted,0.8,0.0,0.4
gemma_4_e2b,1337,unrestricted,0.027,0.0,0.0135
gemma_4_e2b,1338,unrestricted,0.7248,0.0,0.3624
gemma_4_e2b,1339,unrestricted,0.022,0.0,0.011
gemma_4_e2b,1340,unrestricted,0.0467,0.0,0.0233
gemma_4_e2b,1341,unrestricted,,,
gemma_4_e2b,1342,unrestricted,0.0272,0.0,0.0136
gemma_4_e2b,1343,unrestricted,0.06,0.0,0.03
gemma_4_e2b,1344,unrestricted,0.9345,0.0,0.4673
gemma_4_e2b,1345,unrestricted,,,
gemma_4_e2b,1346,unrestricted,,,
gemma_4_e2b,1347,unrestricted,0.84,0.0114,0.4257
gemma_4_e2b,1348,unrestricted,0.4415,0.0,0.2208
gemma_4_e2b,1349,unrestricted,,,
gemma_4_e2b,1350,unrestricted,0.0262,0.0,0.0131
gemma_4_e2b,1351,unrestricted,0.0334,0.0,0.0167
gemma_4_e2b,1352,unrestricted,0.0316,0.0,0.0158
gemma_4_e2b,1353,unrestricted,,,
gemma_4_e2b,1354,unrestricted,,,
gemma_4_e2b,1355,unrestricted,,,
gemma_4_e2b,1356,unrestricted,0.0253,0.0,0.0126
gemma_4_e2b,1357,unrestricted,0.753,0.0,0.3765
gemma_4_e2b,1358,unrestricted,0.0287,0.0,0.0144
gemma_4_e2b,1359,unrestricted,0.8697,0.0,0.4348
gemma_4_e2b,1360,unrestricted,0.0305,0.0,0.0152
gemma_4_e2b,1361,unrestricted,,,
gemma_4_e2b,1362,unrestricted,,,
gemma_4_e2b,1363,unrestricted,,,
gemma_4_e2b,1364,unrestricted,0.0312,0.0,0.0156
gemma_4_e2b,1365,unrestricted,0.5984,0.0,0.2992
gemma_4_e2b,1366,unrestricted,0.7926,0.0,0.3963
gemma_4_e2b,1367,unrestricted,,,
gemma_4_e2b,1368,unrestricted,0.0271,0.0,0.0136
gemma_4_e2b,1369,unrestricted,0.0376,0.0,0.0188
gemma_4_e2b,1370,unrestricted,,,
gemma_4_e2b,1371,unrestricted,0.0307,0.0,0.0154
gemma_4_e2b,1372,unrestricted,0.0303,0.0,0.0151
gemma_4_e2b,1373,unrestricted,0.4405,0.0,0.2203
gemma_4_e2b,1374,unrestricted,0.0218,0.0,0.0109
gemma_4_e2b,1375,unrestricted,,,
gemma_4_e2b,1376,unrestricted,0.9053,0.0,0.4526
gemma_4_e2b,1377,unrestricted,0.026,0.0,0.013
gemma_4_e2b,1378,unrestricted,,,
gemma_4_e2b,1379,unrestricted,0.5733,0.0,0.2867
gemma_4_e2b,1380,unrestricted,0.9277,0.0,0.4638
gemma_4_e2b,1381,unrestricted,0.9678,0.0,0.4839
gemma_4_e2b,1382,unrestricted,0.538,0.0,0.269
gemma_4_e2b,1383,unrestricted,0.5714,0.0,0.2857
gemma_4_e2b,1384,unrestricted,0.0312,0.0,0.0156
gemma_4_e2b,1385,unrestricted,,,
gemma_4_e2b,1386,unrestricted,,,
gemma_4_e2b,1387,unrestricted,0.0299,0.0,0.015
gemma_4_e2b,1388,unrestricted,0.8878,0.0,0.4439
gemma_4_e2b,1389,unrestricted,0.0516,0.0,0.0258
gemma_4_e2b,1390,unrestricted,,,
gemma_4_e2b,1391,unrestricted,,,
gemma_4_e2b,1392,unrestricted,0.0232,0.0,0.0116
gemma_4_e2b,1393,unrestricted,,,
gemma_4_e2b,1394,unrestricted,,,
gemma_4_e2b,1395,unrestricted,,,
gemma_4_e2b,1396,unrestricted,0.0209,0.0,0.0104
gemma_4_e2b,1397,unrestricted,0.9872,0.0,0.4936
gemma_4_e2b,1398,unrestricted,,,
gemma_4_e2b,1399,unrestricted,,,
gemma_4_e2b,1400,unrestricted,0.0189,0.0,0.0094
gemma_4_e2b,1401,unrestricted,,,
gemma_4_e2b,1402,unrestricted,,,
gemma_4_e2b,1403,unrestricted,,,
gemma_4_e2b,1404,unrestricted,,,
gemma_4_e2b,1405,unrestricted,0.8442,0.0,0.4221
gemma_4_e2b,1406,unrestricted,,,
gemma_4_e2b,1407,unrestricted,0.0148,0.0,0.0074
gemma_4_e2b,1408,unrestricted,,,
gemma_4_e2b,1409,unrestricted,,,
gemma_4_e2b,1410,unrestricted,,,
gemma_4_e2b,1411,unrestricted,,,
gemma_4_e2b,1412,unrestricted,,,
gemma_4_e2b,1413,unrestricted,,,
gemma_4_e2b,1414,unrestricted,,,
gemma_4_e2b,1415,unrestricted,,,
gemma_4_e2b,1416,unrestricted,,,
gemma_4_e2b,1417,unrestricted,,,
gemma_4_e2b,1418,unrestricted,0.0171,0.0,0.0086
gemma_4_e2b,1419,unrestricted,0.7958,0.0,0.3979
gemma_4_e2b,1420,unrestricted,,,
gemma_4_e2b,1421,unrestricted,,,
gemma_4_e2b,1422,unrestricted,,,
gemma_4_e2b,1423,unrestricted,,,
gemma_4_e2b,1424,unrestricted,,,
gemma_4_e2b,1425,unrestricted,,,
gemma_4_e2b,1426,unrestricted,0.8504,0.0,0.4252
gemma_4_e2b,1427,unrestricted,,,
gemma_4_e2b,1428,unrestricted,,,
gemma_4_e2b,1429,unrestricted,,,
gemma_4_e2b,1430,unrestricted,0.8426,0.0,0.4213
gemma_4_e2b,1431,unrestricted,0.952,0.0141,0.483
gemma_4_e2b,1432,unrestricted,,,
gemma_4_e2b,1433,unrestricted,0.0177,0.0,0.0089
gemma_4_e2b,1434,unrestricted,0.8358,0.0,0.4179
gemma_4_e2b,1435,unrestricted,,,
gemma_4_e2b,1436,unrestricted,,,
gemma_4_e2b,1437,unrestricted,,,
gemma_4_e2b,1438,unrestricted,,,
gemma_4_e2b,1439,unrestricted,,,
gemma_4_e2b,1440,unrestricted,,,
gemma_4_e2b,1441,unrestricted,0.8968,0.0,0.4484
gemma_4_e2b,1442,unrestricted,0.7436,0.0,0.3718
gemma_4_e2b,1443,unrestricted,0.8643,0.0,0.4321
gemma_4_e2b,1444,unrestricted,0.9756,0.0,0.4878
gemma_4_e2b,1445,unrestricted,0.0153,0.0,0.0076
gemma_4_e2b,1446,unrestricted,,,
gemma_4_e2b,1447,unrestricted,,,
gemma_4_e2b,1448,unrestricted,,,
gemma_4_e2b,1449,unrestricted,,,
gemma_4_e2b,1450,unrestricted,,,
gemma_4_e2b,1451,unrestricted,,,
gemma_4_e2b,1452,unrestricted,,,
gemma_4_e2b,1453,unrestricted,0.9906,0.0,0.4953
gemma_4_e2b,1454,unrestricted,0.7737,0.0,0.3868
gemma_4_e2b,1455,unrestricted,0.5177,0.0,0.2588
gemma_4_e2b,1456,unrestricted,0.0154,0.0,0.0077
gemma_4_e2b,1457,unrestricted,,,
gemma_4_e2b,1458,unrestricted,,,
gemma_4_e2b,1459,unrestricted,,,
gemma_4_e2b,1460,unrestricted,,,
gemma_4_e2b,1461,unrestricted,0.0552,0.0,0.0276
gemma_4_e2b,1462,unrestricted,,,
gemma_4_e2b,1463,unrestricted,,,
gemma_4_e2b,1464,unrestricted,0.8158,0.0,0.4079
gemma_4_e2b,1465,unrestricted,,,
gemma_4_e2b,1466,unrestricted,0.8349,0.0,0.4174
gemma_4_e2b,1467,unrestricted,0.9006,0.0,0.4503
gemma_4_e2b,1468,unrestricted,,,
gemma_4_e2b,1469,unrestricted,,,
gemma_4_e2b,1470,unrestricted,0.8167,0.0145,0.4156
gemma_4_e2b,1471,unrestricted,,,
gemma_4_e2b,1472,unrestricted,,,
gemma_4_e2b,1473,unrestricted,,,
gemma_4_e2b,1474,unrestricted,0.8676,0.0,0.4338
gemma_4_e2b,1475,unrestricted,,,
gemma_4_e2b,1476,unrestricted,,,
gemma_4_e2b,1477,unrestricted,0.9171,0.0164,0.4667
gemma_4_e2b,1478,unrestricted,,,
gemma_4_e2b,1479,unrestricted,,,
gemma_4_e2b,1480,unrestricted,0.4446,0.0,0.2223
gemma_4_e2b,1481,unrestricted,,,
gemma_4_e2b,1482,unrestricted,,,
gemma_4_e2b,1483,unrestricted,0.9175,0.0,0.4587
gemma_4_e2b,1484,unrestricted,0.9519,0.0,0.476
gemma_4_e2b,1485,unrestricted,0.9412,0.0,0.4706
gemma_4_e2b,1486,unrestricted,,,
gemma_4_e2b,1487,unrestricted,0.0144,0.0,0.0072
gemma_4_e2b,1488,unrestricted,0.7729,0.0,0.3864
gemma_4_e2b,1489,unrestricted,,,
gemma_4_e2b,1490,unrestricted,,,
gemma_4_e2b,1491,unrestricted,0.0218,0.0,0.0109
gemma_4_e2b,1492,unrestricted,,,
gemma_4_e2b,1493,unrestricted,0.0256,0.0152,0.0204
gemma_4_e2b,1494,unrestricted,,,
gemma_4_e2b,1495,unrestricted,0.0076,0.0,0.0038
gemma_4_e2b,1496,unrestricted,,,
gemma_4_e2b,1497,unrestricted,,,
gemma_4_e2b,1498,unrestricted,0.8672,0.0,0.4336
gemma_4_e2b,1499,unrestricted,,,
gemma_4_e2b,1500,unrestricted,0.9186,0.0,0.4593
gemma_4_e2b,1501,unrestricted,,,
gemma_4_e2b,1502,unrestricted,0.8743,0.0,0.4372
gemma_4_e2b,1503,unrestricted,,,
gemma_4_e2b,1504,unrestricted,,,
gemma_4_e2b,1505,unrestricted,0.0058,0.0,0.0029
gemma_4_e2b,1506,unrestricted,0.932,0.0,0.466
gemma_4_e2b,1507,unrestricted,,,
gemma_4_e2b,1508,unrestricted,,,
gemma_4_e2b,1509,unrestricted,0.2479,0.0,0.1239
gemma_4_e2b,1510,unrestricted,0.9846,0.0,0.4923
gemma_4_e2b,1511,unrestricted,,,
gemma_4_e2b,1512,unrestricted,,,
gemma_4_e2b,1513,unrestricted,,,
gemma_4_e2b,1514,unrestricted,,,
gemma_4_e2b,1515,unrestricted,,,
gemma_4_e2b,1516,unrestricted,0.823,0.0,0.4115
gemma_4_e2b,1517,unrestricted,,,
gemma_4_e2b,1518,unrestricted,,,
gemma_4_e2b,1519,unrestricted,,,
gemma_4_e2b,1520,unrestricted,,,
gemma_4_e2b,1521,unrestricted,,,
gemma_4_e2b,1522,unrestricted,,,
gemma_4_e2b,1523,unrestricted,,,
gemma_4_e2b,1524,unrestricted,,,
gemma_4_e2b,1525,unrestricted,0.9566,0.0,0.4783
gemma_4_e2b,1526,unrestricted,0.6559,0.0,0.328
gemma_4_e2b,1527,unrestricted,0.8806,0.0,0.4403
gemma_4_e2b,1528,unrestricted,,,
gemma_4_e2b,1529,unrestricted,,,
gemma_4_e2b,1530,unrestricted,,,
gemma_4_e2b,1531,unrestricted,0.9701,0.0,0.4851
gemma_4_e2b,1532,unrestricted,0.8646,0.0154,0.44
gemma_4_e2b,1533,unrestricted,0.9567,0.0152,0.4859
gemma_4_e2b,1534,unrestricted,,,
gemma_4_e2b,1535,unrestricted,,,
gemma_4_e2b,1536,unrestricted,,,
gemma_4_e2b,1537,unrestricted,,,
gemma_4_e2b,1538,unrestricted,,,
gemma_4_e2b,1539,unrestricted,,,
gemma_4_e2b,1540,unrestricted,,,
gemma_4_e2b,1541,unrestricted,,,
gemma_4_e2b,1542,unrestricted,0.5083,0.0,0.2542
gemma_4_e2b,1543,unrestricted,0.0202,0.0,0.0101
gemma_4_e2b,1544,unrestricted,,,
gemma_4_e2b,1545,unrestricted,,,
gemma_4_e2b,1546,unrestricted,,,
gemma_4_e2b,1547,unrestricted,,,
gemma_4_e2b,1548,unrestricted,,,
gemma_4_e2b,1549,unrestricted,,,
gemma_4_e2b,1550,unrestricted,,,
gemma_4_e2b,1551,unrestricted,0.0231,0.0,0.0116
gemma_4_e2b,1552,unrestricted,,,
gemma_4_e2b,1553,unrestricted,,,
gemma_4_e2b,1554,unrestricted,,,
gemma_4_e2b,1555,unrestricted,,,
gemma_4_e2b,1556,unrestricted,0.2174,0.0,0.1087
gemma_4_e2b,1557,unrestricted,0.0245,0.0,0.0122
gemma_4_e2b,1558,unrestricted,,,
gemma_4_e2b,1559,unrestricted,0.0129,0.0,0.0064
gemma_4_e2b,1560,unrestricted,,,
gemma_4_e2b,1561,unrestricted,,,
gemma_4_e2b,1562,unrestricted,,,
gemma_4_e2b,1563,unrestricted,,,
gemma_4_e2b,1564,unrestricted,,,
gemma_4_e2b,1565,unrestricted,0.0258,0.0,0.0129
gemma_4_e2b,1566,unrestricted,,,
gemma_4_e2b,1567,unrestricted,,,
gemma_4_e2b,1568,unrestricted,0.0229,0.0,0.0115
gemma_4_e2b,1569,unrestricted,0.9569,0.0,0.4784
gemma_4_e2b,1570,unrestricted,,,
gemma_4_e2b,1571,unrestricted,0.844,0.0,0.422
gemma_4_e2b,1572,unrestricted,0.0083,0.0,0.0041
gemma_4_e2b,1573,unrestricted,0.0222,0.0,0.0111
gemma_4_e2b,1574,unrestricted,0.0297,0.0,0.0148
gemma_4_e2b,1575,unrestricted,0.0115,0.0,0.0058
gemma_4_e2b,1576,unrestricted,0.0249,0.0,0.0125
gemma_4_e2b,1577,unrestricted,0.0228,0.0,0.0114
gemma_4_e2b,1578,unrestricted,,,
gemma_4_e2b,1579,unrestricted,0.0176,0.0,0.0088
gemma_4_e2b,1580,unrestricted,,,
gemma_4_e2b,1581,unrestricted,,,
gemma_4_e2b,1582,unrestricted,0.0315,0.0,0.0157
gemma_4_e2b,1583,unrestricted,,,
gemma_4_e2b,1584,unrestricted,,,
gemma_4_e2b,1585,unrestricted,,,
gemma_4_e2b,1586,unrestricted,0.0289,0.0,0.0145
gemma_4_e2b,1587,unrestricted,,,
gemma_4_e2b,1588,unrestricted,,,
gemma_4_e2b,1589,unrestricted,,,
gemma_4_e2b,1590,unrestricted,,,
gemma_4_e2b,1591,unrestricted,,,
gemma_4_e2b,1592,unrestricted,,,
gemma_4_e2b,1593,unrestricted,,,
gemma_4_e2b,1594,unrestricted,,,
gemma_4_e2b,1595,unrestricted,,,
gemma_4_e2b,1596,unrestricted,,,
gemma_4_e2b,1597,unrestricted,0.774,0.0,0.387
gemma_4_e2b,1598,unrestricted,,,
gemma_4_e2b,1599,unrestricted,,,
gemma_4_e2b,1600,unrestricted,,,
gemma_4_e2b,1601,unrestricted,,,
gemma_4_e2b,1602,unrestricted,,,
gemma_4_e2b,1603,unrestricted,,,
gemma_4_e2b,1604,unrestricted,0.2718,0.0,0.1359
gemma_4_e2b,1605,unrestricted,,,
gemma_4_e2b,1606,unrestricted,,,
gemma_4_e2b,1607,unrestricted,,,
gemma_4_e2b,1608,unrestricted,,,
gemma_4_e2b,1609,unrestricted,,,
gemma_4_e2b,1610,unrestricted,,,
gemma_4_e2b,1611,unrestricted,,,
gemma_4_e2b,1612,unrestricted,,,
gemma_4_e2b,1613,unrestricted,,,
gemma_4_e2b,1614,unrestricted,,,
gemma_4_e2b,1615,unrestricted,,,
gemma_4_e2b,1616,unrestricted,,,
gemma_4_e2b,1617,unrestricted,0.9368,0.0,0.4684
gemma_4_e2b,1618,unrestricted,,,
gemma_4_e2b,1619,unrestricted,,,
gemma_4_e2b,1620,unrestricted,,,
gemma_4_e2b,1621,unrestricted,,,
gemma_4_e2b,1622,unrestricted,,,
gemma_4_e2b,1623,unrestricted,,,
gemma_4_e2b,1624,unrestricted,,,
gemma_4_e2b,1625,unrestricted,,,
gemma_4_e2b,1626,unrestricted,,,
gemma_4_e2b,1627,unrestricted,,,
gemma_4_e2b,1628,unrestricted,,,
gemma_4_e2b,1629,unrestricted,,,
gemma_4_e2b,1630,unrestricted,0.9565,0.0,0.4783
gemma_4_e2b,1631,unrestricted,,,
gemma_4_e2b,1632,unrestricted,,,
gemma_4_e2b,1633,unrestricted,0.0337,0.0,0.0169
gemma_4_e2b,1634,unrestricted,,,
gemma_4_e2b,1635,unrestricted,,,
gemma_4_e2b,1636,unrestricted,,,
gemma_4_e2b,1637,unrestricted,,,
gemma_4_e2b,1638,unrestricted,,,
gemma_4_e2b,1639,unrestricted,,,
gemma_4_e2b,1640,unrestricted,,,
gemma_4_e2b,1641,unrestricted,,,
gemma_4_e2b,1642,unrestricted,0.0224,0.0,0.0112
gemma_4_e2b,1643,unrestricted,,,
gemma_4_e2b,1644,unrestricted,0.8266,0.0,0.4133
gemma_4_e2b,1645,unrestricted,0.0374,0.0,0.0187
gemma_4_e2b,1646,unrestricted,,,
gemma_4_e2b,1647,unrestricted,,,
gemma_4_e2b,1648,unrestricted,,,
gemma_4_e2b,1649,unrestricted,,,
gemma_4_e2b,1650,unrestricted,,,
gemma_4_e2b,1651,unrestricted,,,
gemma_4_e2b,1652,unrestricted,0.0343,0.0,0.0172
gemma_4_e2b,1653,unrestricted,0.0234,0.0,0.0117
gemma_4_e2b,1654,unrestricted,0.9821,0.0,0.4911
gemma_4_e2b,1655,unrestricted,,,
gemma_4_e2b,1656,unrestricted,0.7861,0.0,0.3931
gemma_4_e2b,1657,unrestricted,,,
gemma_4_e2b,1658,unrestricted,,,
gemma_4_e2b,1659,unrestricted,,,
gemma_4_e2b,1660,unrestricted,,,
gemma_4_e2b,1661,unrestricted,,,
gemma_4_e2b,1662,unrestricted,,,
gemma_4_e2b,1663,unrestricted,,,
gemma_4_e2b,1664,unrestricted,,,
gemma_4_e2b,1665,unrestricted,,,
gemma_4_e2b,1666,unrestricted,,,
gemma_4_e2b,1667,unrestricted,,,
