model,query_idx,condition,length_ratio,token_overlap,cmsc
gemma_4_e4b,0,baseline,0.0207,0.0,0.0104
gemma_4_e4b,1,baseline,0.0292,0.0,0.0146
gemma_4_e4b,2,baseline,0.0263,0.0,0.0132
gemma_4_e4b,3,baseline,,,
gemma_4_e4b,4,baseline,0.02,0.0,0.01
gemma_4_e4b,5,baseline,0.0167,0.0,0.0083
gemma_4_e4b,6,baseline,0.0417,0.0,0.0208
gemma_4_e4b,7,baseline,0.223,0.0,0.1115
gemma_4_e4b,8,baseline,0.02,0.0,0.01
gemma_4_e4b,9,baseline,0.0835,0.0,0.0417
gemma_4_e4b,10,baseline,0.8667,0.0,0.4333
gemma_4_e4b,11,baseline,0.0178,0.0,0.0089
gemma_4_e4b,12,baseline,0.199,0.0,0.0995
gemma_4_e4b,13,baseline,0.0198,0.25,0.1349
gemma_4_e4b,14,baseline,0.0032,0.0,0.0016
gemma_4_e4b,15,baseline,0.0391,0.0,0.0195
gemma_4_e4b,16,baseline,0.0211,0.0,0.0106
gemma_4_e4b,17,baseline,0.0208,0.0,0.0104
gemma_4_e4b,18,baseline,0.0576,0.0,0.0288
gemma_4_e4b,19,baseline,0.0316,0.0,0.0158
gemma_4_e4b,20,baseline,0.609,0.0,0.3045
gemma_4_e4b,21,baseline,,,
gemma_4_e4b,22,baseline,0.0096,0.0,0.0048
gemma_4_e4b,23,baseline,0.0127,0.0,0.0063
gemma_4_e4b,24,baseline,0.2271,0.0,0.1135
gemma_4_e4b,25,baseline,0.0239,0.0,0.0119
gemma_4_e4b,26,baseline,0.3221,0.0,0.161
gemma_4_e4b,27,baseline,0.0683,0.0,0.0342
gemma_4_e4b,28,baseline,0.0273,0.0,0.0136
gemma_4_e4b,29,baseline,0.7012,0.0,0.3506
gemma_4_e4b,30,baseline,0.0107,0.0,0.0054
gemma_4_e4b,31,baseline,0.0216,0.0,0.0108
gemma_4_e4b,32,baseline,0.0153,0.0,0.0077
gemma_4_e4b,33,baseline,0.0274,0.0,0.0137
gemma_4_e4b,34,baseline,0.0253,0.0,0.0126
gemma_4_e4b,35,baseline,0.0252,0.0,0.0126
gemma_4_e4b,36,baseline,0.0098,0.0,0.0049
gemma_4_e4b,37,baseline,0.2505,0.0,0.1253
gemma_4_e4b,38,baseline,0.0353,0.0,0.0177
gemma_4_e4b,39,baseline,0.022,0.0,0.011
gemma_4_e4b,40,baseline,0.0138,0.0,0.0069
gemma_4_e4b,41,baseline,0.0199,0.0,0.01
gemma_4_e4b,42,baseline,0.0302,0.0,0.0151
gemma_4_e4b,43,baseline,0.04,0.0,0.02
gemma_4_e4b,44,baseline,0.0145,0.0,0.0073
gemma_4_e4b,45,baseline,0.0329,0.0,0.0164
gemma_4_e4b,46,baseline,0.0271,0.0,0.0136
gemma_4_e4b,47,baseline,0.0581,0.0,0.0291
gemma_4_e4b,48,baseline,0.0116,0.0,0.0058
gemma_4_e4b,49,baseline,0.0273,0.0,0.0137
gemma_4_e4b,50,baseline,0.0368,0.0,0.0184
gemma_4_e4b,51,baseline,0.2385,0.0,0.1193
gemma_4_e4b,52,baseline,0.0354,0.0,0.0177
gemma_4_e4b,53,baseline,0.0799,0.0,0.04
gemma_4_e4b,54,baseline,0.0146,0.0,0.0073
gemma_4_e4b,55,baseline,,,
gemma_4_e4b,56,baseline,0.0234,0.0,0.0117
gemma_4_e4b,57,baseline,0.015,0.0,0.0075
gemma_4_e4b,58,baseline,0.0312,0.0,0.0156
gemma_4_e4b,59,baseline,0.0104,0.0,0.0052
gemma_4_e4b,60,baseline,0.0527,0.0,0.0264
gemma_4_e4b,61,baseline,0.2012,0.0,0.1006
gemma_4_e4b,62,baseline,0.0152,1.0,0.5076
gemma_4_e4b,63,baseline,0.0292,0.0,0.0146
gemma_4_e4b,64,baseline,0.032,0.0,0.016
gemma_4_e4b,65,baseline,0.4923,0.0,0.2462
gemma_4_e4b,66,baseline,0.0391,0.0,0.0195
gemma_4_e4b,67,baseline,0.0547,0.0,0.0274
gemma_4_e4b,68,baseline,0.0124,0.0,0.0062
gemma_4_e4b,69,baseline,0.0455,0.0,0.0228
gemma_4_e4b,70,baseline,0.4214,0.0,0.2107
gemma_4_e4b,71,baseline,0.0398,0.0,0.0199
gemma_4_e4b,72,baseline,0.1169,0.0,0.0585
gemma_4_e4b,73,baseline,0.0364,0.0,0.0182
gemma_4_e4b,74,baseline,0.0183,0.0,0.0092
gemma_4_e4b,75,baseline,0.0136,0.0,0.0068
gemma_4_e4b,76,baseline,0.0181,0.0,0.0091
gemma_4_e4b,77,baseline,0.0216,0.0,0.0108
gemma_4_e4b,78,baseline,0.5176,0.0,0.2588
gemma_4_e4b,79,baseline,0.0159,0.0,0.0079
gemma_4_e4b,80,baseline,,,
gemma_4_e4b,81,baseline,0.0164,0.0,0.0082
gemma_4_e4b,82,baseline,0.0096,0.0,0.0048
gemma_4_e4b,83,baseline,0.0738,0.0,0.0369
gemma_4_e4b,84,baseline,,,
gemma_4_e4b,85,baseline,0.1581,0.0,0.079
gemma_4_e4b,86,baseline,,,
gemma_4_e4b,87,baseline,0.0252,0.0,0.0126
gemma_4_e4b,88,baseline,0.0217,0.0,0.0108
gemma_4_e4b,89,baseline,,,
gemma_4_e4b,90,baseline,,,
gemma_4_e4b,91,baseline,0.6842,0.0,0.3421
gemma_4_e4b,92,baseline,0.0133,0.0,0.0067
gemma_4_e4b,93,baseline,0.0156,0.0,0.0078
gemma_4_e4b,94,baseline,0.0358,0.0,0.0179
gemma_4_e4b,95,baseline,0.014,0.0,0.007
gemma_4_e4b,96,baseline,0.0215,0.0,0.0107
gemma_4_e4b,97,baseline,,,
gemma_4_e4b,98,baseline,0.0223,0.0,0.0111
gemma_4_e4b,99,baseline,0.2174,0.0,0.1087
gemma_4_e4b,100,baseline,0.0078,0.0,0.0039
gemma_4_e4b,101,baseline,0.0168,0.0,0.0084
gemma_4_e4b,102,baseline,,,
gemma_4_e4b,103,baseline,,,
gemma_4_e4b,104,baseline,0.0211,0.0,0.0105
gemma_4_e4b,105,baseline,0.0208,0.0,0.0104
gemma_4_e4b,106,baseline,0.0115,0.0,0.0057
gemma_4_e4b,107,baseline,0.0104,0.0,0.0052
gemma_4_e4b,108,baseline,,,
gemma_4_e4b,109,baseline,,,
gemma_4_e4b,110,baseline,0.0558,0.0,0.0279
gemma_4_e4b,111,baseline,0.0286,0.0,0.0143
gemma_4_e4b,112,baseline,0.0196,0.0,0.0098
gemma_4_e4b,113,baseline,,,
gemma_4_e4b,114,baseline,,,
gemma_4_e4b,115,baseline,0.0164,0.0,0.0082
gemma_4_e4b,116,baseline,0.4545,1.0,0.7273
gemma_4_e4b,117,baseline,0.0156,0.0,0.0078
gemma_4_e4b,118,baseline,0.4498,0.0,0.2249
gemma_4_e4b,119,baseline,0.0256,0.0,0.0128
gemma_4_e4b,120,baseline,0.0273,0.0,0.0137
gemma_4_e4b,121,baseline,0.0162,0.0,0.0081
gemma_4_e4b,122,baseline,0.0332,0.0,0.0166
gemma_4_e4b,123,baseline,0.0094,0.0,0.0047
gemma_4_e4b,124,baseline,0.0171,0.0,0.0085
gemma_4_e4b,125,baseline,0.0591,0.0,0.0296
gemma_4_e4b,126,baseline,0.1172,0.0,0.0586
gemma_4_e4b,127,baseline,0.0324,0.0,0.0162
gemma_4_e4b,128,baseline,0.5114,0.0217,0.2666
gemma_4_e4b,129,baseline,0.0403,0.0,0.0201
gemma_4_e4b,130,baseline,0.0837,0.0,0.0419
gemma_4_e4b,131,baseline,0.0161,0.0,0.0081
gemma_4_e4b,132,baseline,0.7965,0.0,0.3983
gemma_4_e4b,133,baseline,0.0152,0.0,0.0076
gemma_4_e4b,134,baseline,0.0174,0.0,0.0087
gemma_4_e4b,135,baseline,0.0608,0.0,0.0304
gemma_4_e4b,136,baseline,0.026,0.0,0.013
gemma_4_e4b,137,baseline,0.1322,0.0,0.0661
gemma_4_e4b,138,baseline,,,
gemma_4_e4b,139,baseline,0.6906,0.0,0.3453
gemma_4_e4b,140,baseline,0.1962,0.0,0.0981
gemma_4_e4b,141,baseline,0.0246,0.0,0.0123
gemma_4_e4b,142,baseline,0.3286,0.0,0.1643
gemma_4_e4b,143,baseline,0.1289,0.0,0.0644
gemma_4_e4b,144,baseline,,,
gemma_4_e4b,145,baseline,0.0318,0.0,0.0159
gemma_4_e4b,146,baseline,0.0166,0.0,0.0083
gemma_4_e4b,147,baseline,0.0971,0.0,0.0485
gemma_4_e4b,148,baseline,0.0951,0.0,0.0475
gemma_4_e4b,149,baseline,0.3212,0.0,0.1606
gemma_4_e4b,150,baseline,0.1081,0.0,0.054
gemma_4_e4b,151,baseline,0.181,0.0,0.0905
gemma_4_e4b,152,baseline,0.9989,0.0,0.4994
gemma_4_e4b,153,baseline,0.1445,0.0,0.0723
gemma_4_e4b,154,baseline,0.1675,0.0,0.0837
gemma_4_e4b,155,baseline,0.7893,0.0,0.3946
gemma_4_e4b,156,baseline,0.2532,0.0,0.1266
gemma_4_e4b,157,baseline,0.366,0.0,0.183
gemma_4_e4b,158,baseline,0.7619,0.0,0.381
gemma_4_e4b,159,baseline,0.846,0.0,0.423
gemma_4_e4b,160,baseline,0.1839,0.0,0.0919
gemma_4_e4b,161,baseline,0.2399,0.0,0.1199
gemma_4_e4b,162,baseline,0.1401,0.0,0.07
gemma_4_e4b,163,baseline,0.0432,0.0,0.0216
gemma_4_e4b,164,baseline,0.1584,0.0,0.0792
gemma_4_e4b,165,baseline,0.9783,0.0,0.4891
gemma_4_e4b,166,baseline,0.0993,0.0,0.0497
gemma_4_e4b,167,baseline,,,
gemma_4_e4b,168,baseline,0.9502,0.0,0.4751
gemma_4_e4b,169,baseline,0.1493,0.0,0.0746
gemma_4_e4b,170,baseline,0.1213,0.0,0.0607
gemma_4_e4b,171,baseline,,,
gemma_4_e4b,172,baseline,0.1413,0.0,0.0707
gemma_4_e4b,173,baseline,0.1653,0.0,0.0826
gemma_4_e4b,174,baseline,0.0256,0.0,0.0128
gemma_4_e4b,175,baseline,0.1393,0.0,0.0697
gemma_4_e4b,176,baseline,0.5768,0.0,0.2884
gemma_4_e4b,177,baseline,0.9088,0.0,0.4544
gemma_4_e4b,178,baseline,0.0261,0.0,0.013
gemma_4_e4b,179,baseline,0.3823,0.0,0.1911
gemma_4_e4b,180,baseline,,,
gemma_4_e4b,181,baseline,0.079,0.0,0.0395
gemma_4_e4b,182,baseline,0.1732,0.0,0.0866
gemma_4_e4b,183,baseline,0.1773,0.0,0.0886
gemma_4_e4b,184,baseline,0.0412,0.0,0.0206
gemma_4_e4b,185,baseline,0.0938,0.0,0.0469
gemma_4_e4b,186,baseline,,,
gemma_4_e4b,187,baseline,0.6667,0.0,0.3333
gemma_4_e4b,188,baseline,0.7274,0.0,0.3637
gemma_4_e4b,189,baseline,0.1433,0.0,0.0716
gemma_4_e4b,190,baseline,0.0724,0.0,0.0362
gemma_4_e4b,191,baseline,,,
gemma_4_e4b,192,baseline,0.0207,0.0,0.0104
gemma_4_e4b,193,baseline,0.3107,0.0,0.1554
gemma_4_e4b,194,baseline,0.0336,0.0,0.0168
gemma_4_e4b,195,baseline,0.5909,0.0,0.2955
gemma_4_e4b,196,baseline,0.0234,0.0,0.0117
gemma_4_e4b,197,baseline,0.0558,0.0,0.0279
gemma_4_e4b,198,baseline,0.084,0.0,0.042
gemma_4_e4b,199,baseline,0.0387,0.0,0.0193
gemma_4_e4b,200,baseline,0.0187,0.0,0.0093
gemma_4_e4b,201,baseline,,,
gemma_4_e4b,202,baseline,0.0186,0.0,0.0093
gemma_4_e4b,203,baseline,0.0063,0.0,0.0031
gemma_4_e4b,204,baseline,,,
gemma_4_e4b,205,baseline,,,
gemma_4_e4b,206,baseline,0.0195,0.0,0.0097
gemma_4_e4b,207,baseline,,,
gemma_4_e4b,208,baseline,0.0166,0.0,0.0083
gemma_4_e4b,209,baseline,0.0163,0.0,0.0082
gemma_4_e4b,210,baseline,,,
gemma_4_e4b,211,baseline,0.0167,0.0,0.0083
gemma_4_e4b,212,baseline,0.0122,0.0,0.0061
gemma_4_e4b,213,baseline,0.0154,1.0,0.5077
gemma_4_e4b,214,baseline,0.0137,0.5,0.2568
gemma_4_e4b,215,baseline,0.0185,0.0,0.0093
gemma_4_e4b,216,baseline,0.0154,1.0,0.5077
gemma_4_e4b,217,baseline,,,
gemma_4_e4b,218,baseline,0.0445,0.0,0.0223
gemma_4_e4b,219,baseline,0.0126,0.0,0.0063
gemma_4_e4b,220,baseline,,,
gemma_4_e4b,221,baseline,0.0143,0.0,0.0071
gemma_4_e4b,222,baseline,0.017,0.0,0.0085
gemma_4_e4b,223,baseline,,,
gemma_4_e4b,224,baseline,0.0107,0.0,0.0053
gemma_4_e4b,225,baseline,0.0128,0.5,0.2564
gemma_4_e4b,226,baseline,0.0192,0.0,0.0096
gemma_4_e4b,227,baseline,0.0154,0.0,0.0077
gemma_4_e4b,228,baseline,,,
gemma_4_e4b,229,baseline,,,
gemma_4_e4b,230,baseline,0.0107,0.0,0.0054
gemma_4_e4b,231,baseline,0.0156,1.0,0.5078
gemma_4_e4b,232,baseline,0.0111,0.0,0.0056
gemma_4_e4b,233,baseline,0.0238,0.0,0.0119
gemma_4_e4b,234,baseline,0.0169,0.0,0.0085
gemma_4_e4b,235,baseline,0.0186,0.0,0.0093
gemma_4_e4b,236,baseline,0.0234,0.0,0.0117
gemma_4_e4b,237,baseline,,,
gemma_4_e4b,238,baseline,0.0134,0.0,0.0067
gemma_4_e4b,239,baseline,,,
gemma_4_e4b,240,baseline,0.0146,0.0,0.0073
gemma_4_e4b,241,baseline,0.0148,0.0,0.0074
gemma_4_e4b,242,baseline,0.025,0.0,0.0125
gemma_4_e4b,243,baseline,0.0601,0.0,0.0301
gemma_4_e4b,244,baseline,0.0154,1.0,0.5077
gemma_4_e4b,245,baseline,,,
gemma_4_e4b,246,baseline,0.0176,0.0,0.0088
gemma_4_e4b,247,baseline,0.0187,0.0,0.0094
gemma_4_e4b,248,baseline,0.0156,1.0,0.5078
gemma_4_e4b,249,baseline,0.0179,0.0,0.0089
gemma_4_e4b,250,baseline,0.0195,0.0,0.0097
gemma_4_e4b,251,baseline,0.013,0.0,0.0065
gemma_4_e4b,252,baseline,0.0364,0.0,0.0182
gemma_4_e4b,253,baseline,0.0247,0.0,0.0124
gemma_4_e4b,254,baseline,0.0156,0.0,0.0078
gemma_4_e4b,255,baseline,0.0188,0.0,0.0094
gemma_4_e4b,256,baseline,0.0215,0.0,0.0108
gemma_4_e4b,257,baseline,,,
gemma_4_e4b,258,baseline,0.0145,0.0,0.0072
gemma_4_e4b,259,baseline,0.0165,0.0,0.0082
gemma_4_e4b,260,baseline,,,
gemma_4_e4b,261,baseline,,,
gemma_4_e4b,262,baseline,0.0199,0.0,0.01
gemma_4_e4b,263,baseline,0.0284,0.0,0.0142
gemma_4_e4b,264,baseline,0.013,0.0,0.0065
gemma_4_e4b,265,baseline,,,
gemma_4_e4b,266,baseline,0.0258,0.0,0.0129
gemma_4_e4b,267,baseline,0.0156,0.0,0.0078
gemma_4_e4b,268,baseline,0.0137,0.0,0.0068
gemma_4_e4b,269,baseline,0.0201,1.0,0.5101
gemma_4_e4b,270,baseline,0.0247,0.0,0.0124
gemma_4_e4b,271,baseline,0.0156,0.0,0.0078
gemma_4_e4b,272,baseline,0.0241,0.5,0.2621
gemma_4_e4b,273,baseline,0.3,1.0,0.65
gemma_4_e4b,274,baseline,0.0426,0.0,0.0213
gemma_4_e4b,275,baseline,0.0368,0.0,0.0184
gemma_4_e4b,276,baseline,0.0152,0.0,0.0076
gemma_4_e4b,277,baseline,0.0274,0.6667,0.347
gemma_4_e4b,278,baseline,0.0195,0.0,0.0098
gemma_4_e4b,279,baseline,0.0211,0.6667,0.3439
gemma_4_e4b,280,baseline,0.0218,0.0,0.0109
gemma_4_e4b,281,baseline,0.0149,0.0,0.0075
gemma_4_e4b,282,baseline,,,
gemma_4_e4b,283,baseline,0.0208,0.5,0.2604
gemma_4_e4b,284,baseline,0.0159,0.0,0.008
gemma_4_e4b,285,baseline,0.0211,0.5,0.2605
gemma_4_e4b,286,baseline,0.0231,1.0,0.5115
gemma_4_e4b,287,baseline,0.0195,0.0,0.0098
gemma_4_e4b,288,baseline,0.0186,0.0,0.0093
gemma_4_e4b,289,baseline,0.0115,0.0,0.0057
gemma_4_e4b,290,baseline,0.0301,0.6667,0.3484
gemma_4_e4b,291,baseline,0.0174,0.0,0.0087
gemma_4_e4b,292,baseline,0.0205,0.0,0.0103
gemma_4_e4b,293,baseline,0.0195,0.0,0.0098
gemma_4_e4b,294,baseline,0.0232,0.0,0.0116
gemma_4_e4b,295,baseline,0.0198,0.0,0.0099
gemma_4_e4b,296,baseline,,,
gemma_4_e4b,297,baseline,,,
gemma_4_e4b,298,baseline,0.0239,0.5,0.262
gemma_4_e4b,299,baseline,,,
gemma_4_e4b,300,baseline,0.0199,0.0,0.0099
gemma_4_e4b,301,baseline,0.019,0.0,0.0095
gemma_4_e4b,302,baseline,,,
gemma_4_e4b,303,baseline,,,
gemma_4_e4b,304,baseline,0.0117,0.0,0.0059
gemma_4_e4b,305,baseline,0.0208,0.0,0.0104
gemma_4_e4b,306,baseline,0.0106,0.0,0.0053
gemma_4_e4b,307,baseline,0.0101,0.0,0.0051
gemma_4_e4b,308,baseline,,,
gemma_4_e4b,309,baseline,0.0232,0.6667,0.3449
gemma_4_e4b,310,baseline,0.0133,0.0,0.0067
gemma_4_e4b,311,baseline,,,
gemma_4_e4b,312,baseline,0.0193,0.0,0.0096
gemma_4_e4b,313,baseline,,,
gemma_4_e4b,314,baseline,,,
gemma_4_e4b,315,baseline,0.0257,0.0,0.0128
gemma_4_e4b,316,baseline,0.0195,0.0,0.0098
gemma_4_e4b,317,baseline,,,
gemma_4_e4b,318,baseline,0.0518,0.0,0.0259
gemma_4_e4b,319,baseline,0.0195,0.0,0.0098
gemma_4_e4b,320,baseline,0.0537,0.0,0.0269
gemma_4_e4b,321,baseline,0.0205,0.0,0.0102
gemma_4_e4b,322,baseline,0.0327,0.0,0.0163
gemma_4_e4b,323,baseline,,,
gemma_4_e4b,324,baseline,0.0171,0.0,0.0085
gemma_4_e4b,325,baseline,,,
gemma_4_e4b,326,baseline,,,
gemma_4_e4b,327,baseline,0.0145,0.0,0.0073
gemma_4_e4b,328,baseline,0.0341,0.0,0.017
gemma_4_e4b,329,baseline,0.0418,0.0,0.0209
gemma_4_e4b,330,baseline,0.0193,0.5,0.2597
gemma_4_e4b,331,baseline,0.0211,0.6667,0.3439
gemma_4_e4b,332,baseline,0.02,0.5,0.26
gemma_4_e4b,333,baseline,,,
gemma_4_e4b,334,baseline,,,
gemma_4_e4b,335,baseline,0.0602,0.0,0.0301
gemma_4_e4b,336,baseline,0.029,0.0,0.0145
gemma_4_e4b,337,baseline,,,
gemma_4_e4b,338,baseline,,,
gemma_4_e4b,339,baseline,0.0888,0.0,0.0444
gemma_4_e4b,340,baseline,0.0272,0.0,0.0136
gemma_4_e4b,341,baseline,,,
gemma_4_e4b,342,baseline,0.0234,0.0,0.0117
gemma_4_e4b,343,baseline,0.0342,0.0,0.0171
gemma_4_e4b,344,baseline,0.0034,0.0,0.0017
gemma_4_e4b,345,baseline,0.3975,0.0333,0.2154
gemma_4_e4b,346,baseline,0.0221,0.0,0.0111
gemma_4_e4b,347,baseline,,,
gemma_4_e4b,348,baseline,0.0174,0.0,0.0087
gemma_4_e4b,349,baseline,,,
gemma_4_e4b,350,baseline,0.1615,0.0,0.0807
gemma_4_e4b,351,baseline,0.1918,0.0,0.0959
gemma_4_e4b,352,baseline,0.0026,0.0,0.0013
gemma_4_e4b,353,baseline,0.1762,0.0,0.0881
gemma_4_e4b,354,baseline,,,
gemma_4_e4b,355,baseline,0.9679,0.0,0.4839
gemma_4_e4b,356,baseline,0.026,0.0,0.013
gemma_4_e4b,357,baseline,0.0302,0.0,0.0151
gemma_4_e4b,358,baseline,0.0216,0.0,0.0108
gemma_4_e4b,359,baseline,,,
gemma_4_e4b,360,baseline,,,
gemma_4_e4b,361,baseline,0.0408,0.0,0.0204
gemma_4_e4b,362,baseline,0.0965,0.0,0.0482
gemma_4_e4b,363,baseline,0.0453,0.0,0.0227
gemma_4_e4b,364,baseline,0.0148,0.0,0.0074
gemma_4_e4b,365,baseline,,,
gemma_4_e4b,366,baseline,0.0234,0.0,0.0117
gemma_4_e4b,367,baseline,,,
gemma_4_e4b,368,baseline,0.9199,0.0,0.46
gemma_4_e4b,369,baseline,0.0603,0.0,0.0302
gemma_4_e4b,370,baseline,0.1227,0.0,0.0614
gemma_4_e4b,371,baseline,0.022,0.0,0.011
gemma_4_e4b,372,baseline,0.0186,0.0,0.0093
gemma_4_e4b,373,baseline,,,
gemma_4_e4b,374,baseline,0.0149,0.0,0.0075
gemma_4_e4b,375,baseline,0.0351,0.0,0.0176
gemma_4_e4b,376,baseline,0.0231,0.0,0.0115
gemma_4_e4b,377,baseline,0.7857,0.0,0.3929
gemma_4_e4b,378,baseline,0.0217,0.0,0.0109
gemma_4_e4b,379,baseline,0.0293,0.0,0.0146
gemma_4_e4b,380,baseline,0.0034,0.0,0.0017
gemma_4_e4b,381,baseline,0.0273,0.0,0.0137
gemma_4_e4b,382,baseline,0.1342,0.0,0.0671
gemma_4_e4b,383,baseline,0.1667,0.0,0.0833
gemma_4_e4b,384,baseline,,,
gemma_4_e4b,385,baseline,0.1408,0.0,0.0704
gemma_4_e4b,386,baseline,0.5599,0.0,0.2799
gemma_4_e4b,387,baseline,0.0203,0.0,0.0101
gemma_4_e4b,388,baseline,,,
gemma_4_e4b,389,baseline,0.0254,0.0,0.0127
gemma_4_e4b,390,baseline,0.0727,0.0,0.0364
gemma_4_e4b,391,baseline,0.0298,0.0,0.0149
gemma_4_e4b,392,baseline,0.0207,0.0,0.0104
gemma_4_e4b,393,baseline,,,
gemma_4_e4b,394,baseline,0.072,0.0769,0.0745
gemma_4_e4b,395,baseline,0.0791,0.0,0.0396
gemma_4_e4b,396,baseline,,,
gemma_4_e4b,397,baseline,0.0258,0.0,0.0129
gemma_4_e4b,398,baseline,0.0203,0.0,0.0101
gemma_4_e4b,399,baseline,0.0244,0.0,0.0122
gemma_4_e4b,400,baseline,0.0187,0.0,0.0093
gemma_4_e4b,401,baseline,,,
gemma_4_e4b,402,baseline,0.0283,0.0,0.0142
gemma_4_e4b,403,baseline,0.0156,0.0,0.0078
gemma_4_e4b,404,baseline,0.0146,0.0,0.0073
gemma_4_e4b,405,baseline,0.0167,0.0,0.0083
gemma_4_e4b,406,baseline,0.0299,0.0,0.015
gemma_4_e4b,407,baseline,0.0262,0.0,0.0131
gemma_4_e4b,408,baseline,0.0176,0.0,0.0088
gemma_4_e4b,409,baseline,0.0218,0.0,0.0109
gemma_4_e4b,410,baseline,0.0185,0.0,0.0093
gemma_4_e4b,411,baseline,0.0167,0.0,0.0083
gemma_4_e4b,412,baseline,0.0122,0.0,0.0061
gemma_4_e4b,413,baseline,0.0222,0.0,0.0111
gemma_4_e4b,414,baseline,0.0168,0.0,0.0084
gemma_4_e4b,415,baseline,0.0185,0.0,0.0093
gemma_4_e4b,416,baseline,0.0225,0.0,0.0112
gemma_4_e4b,417,baseline,0.0158,0.0,0.0079
gemma_4_e4b,418,baseline,0.0524,0.0,0.0262
gemma_4_e4b,419,baseline,0.0146,0.0,0.0073
gemma_4_e4b,420,baseline,0.5357,0.0,0.2679
gemma_4_e4b,421,baseline,,,
gemma_4_e4b,422,baseline,0.0146,0.0,0.0073
gemma_4_e4b,423,baseline,0.0127,0.0,0.0063
gemma_4_e4b,424,baseline,0.0107,0.0,0.0053
gemma_4_e4b,425,baseline,0.0779,0.0,0.0389
gemma_4_e4b,426,baseline,0.0257,0.0,0.0128
gemma_4_e4b,427,baseline,,,
gemma_4_e4b,428,baseline,0.0219,0.0,0.0109
gemma_4_e4b,429,baseline,0.0568,0.0,0.0284
gemma_4_e4b,430,baseline,0.0098,0.0,0.0049
gemma_4_e4b,431,baseline,0.0246,0.0,0.0123
gemma_4_e4b,432,baseline,,,
gemma_4_e4b,433,baseline,0.0391,0.0,0.0195
gemma_4_e4b,434,baseline,0.0234,0.0,0.0117
gemma_4_e4b,435,baseline,0.0218,0.0,0.0109
gemma_4_e4b,436,baseline,0.0176,0.0,0.0088
gemma_4_e4b,437,baseline,0.0102,0.0,0.0051
gemma_4_e4b,438,baseline,0.0148,0.0,0.0074
gemma_4_e4b,439,baseline,0.0231,0.0,0.0115
gemma_4_e4b,440,baseline,0.0138,0.0,0.0069
gemma_4_e4b,441,baseline,0.0171,0.0,0.0085
gemma_4_e4b,442,baseline,0.0302,0.0,0.0151
gemma_4_e4b,443,baseline,0.0518,0.0,0.0259
gemma_4_e4b,444,baseline,0.0098,0.0,0.0049
gemma_4_e4b,445,baseline,0.0364,0.0,0.0182
gemma_4_e4b,446,baseline,0.0271,0.0,0.0136
gemma_4_e4b,447,baseline,0.0167,0.0,0.0083
gemma_4_e4b,448,baseline,0.0156,0.0,0.0078
gemma_4_e4b,449,baseline,,,
gemma_4_e4b,450,baseline,0.0179,0.0,0.0089
gemma_4_e4b,451,baseline,0.0107,0.0,0.0053
gemma_4_e4b,452,baseline,0.0171,0.0,0.0085
gemma_4_e4b,453,baseline,0.0309,0.0,0.0154
gemma_4_e4b,454,baseline,0.0117,0.0,0.0059
gemma_4_e4b,455,baseline,0.0175,0.0,0.0087
gemma_4_e4b,456,baseline,0.0352,0.0,0.0176
gemma_4_e4b,457,baseline,0.849,0.0,0.4245
gemma_4_e4b,458,baseline,0.0281,0.0,0.0141
gemma_4_e4b,459,baseline,,,
gemma_4_e4b,460,baseline,0.0342,0.0,0.0171
gemma_4_e4b,461,baseline,0.0117,0.0,0.0059
gemma_4_e4b,462,baseline,0.0183,0.0,0.0091
gemma_4_e4b,463,baseline,0.0249,0.0,0.0124
gemma_4_e4b,464,baseline,0.0135,0.0,0.0068
gemma_4_e4b,465,baseline,0.0319,0.0,0.0159
gemma_4_e4b,466,baseline,0.041,0.0,0.0205
gemma_4_e4b,467,baseline,0.011,0.0,0.0055
gemma_4_e4b,468,baseline,,,
gemma_4_e4b,469,baseline,0.0221,0.0,0.0111
gemma_4_e4b,470,baseline,0.4271,0.0,0.2136
gemma_4_e4b,471,baseline,0.014,0.0,0.007
gemma_4_e4b,472,baseline,0.273,0.0,0.1365
gemma_4_e4b,473,baseline,0.0152,0.0,0.0076
gemma_4_e4b,474,baseline,0.0317,0.0,0.0159
gemma_4_e4b,475,baseline,0.0249,0.0,0.0124
gemma_4_e4b,476,baseline,0.0161,0.0,0.0081
gemma_4_e4b,477,baseline,0.0396,0.0,0.0198
gemma_4_e4b,478,baseline,0.4677,0.0238,0.2458
gemma_4_e4b,479,baseline,0.0205,0.0,0.0103
gemma_4_e4b,480,baseline,0.0565,0.0,0.0283
gemma_4_e4b,481,baseline,,,
gemma_4_e4b,482,baseline,,,
gemma_4_e4b,483,baseline,0.0127,0.0,0.0064
gemma_4_e4b,484,baseline,0.7368,0.0,0.3684
gemma_4_e4b,485,baseline,0.018,0.0,0.009
gemma_4_e4b,486,baseline,0.0244,0.3333,0.1789
gemma_4_e4b,487,baseline,0.2871,0.0,0.1436
gemma_4_e4b,488,baseline,0.0215,0.0,0.0107
gemma_4_e4b,489,baseline,,,
gemma_4_e4b,490,baseline,0.0169,0.0,0.0084
gemma_4_e4b,491,baseline,0.0255,0.0,0.0128
gemma_4_e4b,492,baseline,0.0232,1.0,0.5116
gemma_4_e4b,493,baseline,0.0301,0.0,0.015
gemma_4_e4b,494,baseline,0.0223,0.3333,0.1778
gemma_4_e4b,495,baseline,0.0115,0.0,0.0057
